ID,Row_Names_lower,Het_IS,Hom_SAPA_IS,Hom_SACE_IS,Introgressions,fractionHet,PhyloGroup_SACE469,ID,GenesSAPA_onlySACE,SACE217_plus_Alpechin,SACE217_plus_Alpechin_2,PhyloGroup_Fig3_MMMGsinclonas,Scer_PCT,Spar_PCT
XA255c1,xa255c1,37,81,3,121,0.305785124,MMMG,xa255c1,136,MMMG,MMMG,MMMG,92.5689,2.8531
XA258c4,xa258c4,81,64,2,147,0.551020408,MMMG,,NA,,NO,NA,93.1461,3.2106
XB006c2,xb006c2,25,114,1,140,0.178571429,MMMG,,NA,,NO,NA,91.926,2.9838
XB011c1,xb011c1,12,109,1,122,0.098360656,MMMG,xb011c1,132,MMMG,MMMG,MMMG,91.929,2.6668
XB041c1,xb041c1,60,103,0,163,0.36809816,MMMG,xb041c1,176,MMMG,MMMG,MMMG,92.5744,3.6102
XB044c4,xb044c4,72,65,2,139,0.517985612,MMMG,xb044c4,153,MMMG,MMMG,MMMG,93.3079,3.003
XB045c4,xb045c4,65,49,3,117,0.555555556,MMMG,,NA,,NO,NA,93.5704,2.6058
XB047c2,xb047c2,54,79,0,133,0.406015038,MMMG,xb047c2,149,MMMG,MMMG,MMMG,92.5049,3.0113
XB048c1,xb048c1,48,79,0,127,0.377952756,MMMG,,NA,,NO,NA,92.4579,2.9665
XB050c1,xb050c1,80,70,2,152,0.526315789,MMMG,xb050c1,166,MMMG,MMMG,MMMG,93.0417,3.3648
XB051c4,xb051c4,81,70,1,152,0.532894737,MMMG,,NA,,NO,NA,93.0215,3.3742
XB052c1,xb052c1,16,84,1,101,0.158415842,MMMG,xb052c1,116,MMMG,MMMG,MMMG,92.5221,2.2567
XB053c1,xb053c1,44,83,1,128,0.34375,MMMG,,NA,,NO,NA,92.5973,2.8743
XB054c5,xb054c5,63,77,1,141,0.446808511,MMMG,xb054c5,155,MMMG,MMMG,MMMG,92.8272,3.1892
XB056c1,xb056c1,57,80,1,138,0.413043478,MMMG,xb056c1,150,MMMG,MMMG,MMMG,93.0478,2.9761
XB064c2,xb064c2,61,89,0,150,0.406666667,MMMG,xb064c2,163,MMMG,MMMG,MMMG,92.8462,3.1687
XB065c1,xb065c1,50,92,0,142,0.352112676,MMMG,xb065c1,157,MMMG,MMMG,MMMG,92.5396,3.1426
XB069c1,xb069c1,49,80,0,129,0.379844961,MMMG,,NA,,NO,NA,92.5068,2.9894
XB073c8,xb073c8,19,112,0,131,0.145038168,MMMG,xb073c8,145,MMMG,MMMG,MMMG,92.108,3.0481
XB075c7,xb075c7,1,8,0,9,0.111111111,others,xb075c7,10,others,Others,Others,93.7372,0.2397
XB076c1,xb076c1,46,82,1,129,0.356589147,MMMG,xb076c1,143,MMMG,MMMG,MMMG,92.7816,2.8665
XB094c2,xb094c2,23,106,1,130,0.176923077,MMMG,xb094c2,142,MMMG,MMMG,MMMG,92.0326,2.829
XB251c1,xb251c1,55,81,1,137,0.401459854,MMMG,xb251c1,148,MMMG,MMMG,MMMG,92.8969,3.058
XB252c1,xb252c1,54,81,1,136,0.397058824,MMMG,xb252c1,148,MMMG,MMMG,MMMG,92.8255,3.0432
XB254c1,xb254c1,43,86,1,130,0.330769231,MMMG,xb254c1,141,MMMG,MMMG,MMMG,92.6712,2.8685
XB256c3,xb256c3,61,66,0,127,0.480314961,MMMG,xb256c3,137,MMMG,MMMG,MMMG,92.7663,2.7809
XB258c4,xb258c4,59,72,2,133,0.443609023,MMMG,xb258c4,148,MMMG,MMMG,MMMG,92.7755,2.8347
YMX004549,ymx004549,21,111,1,133,0.157894737,MMMG,,NA,,NO,NA,91.881,2.969
YMX004563,ymx004563,21,112,2,135,0.155555556,MMMG,,NA,,NO,NA,91.8874,2.9678
YMX004564,ymx004564,22,114,1,137,0.160583942,MMMG,,NA,,NO,NA,91.8914,2.9799
YMX004566,ymx004566,19,112,2,133,0.142857143,MMMG,ymx004566,147,MMMG,MMMG,MMMG,91.7321,2.8871
YMX004569,ymx004569,49,79,1,129,0.379844961,MMMG,ymx004569,145,MMMG,MMMG,MMMG,92.4704,3.007
YMX004594,ymx004594,21,115,2,138,0.152173913,MMMG,,NA,,NO,NA,91.9104,2.9812
YMX004642,ymx004642,19,96,1,116,0.163793103,MMMG,ymx004642,131,MMMG,MMMG,MMMG,92.0523,2.6998
YMX004648,ymx004648,20,101,1,122,0.163934426,MMMG,ymx004648,138,MMMG,MMMG,MMMG,91.9883,2.6727
YMX004659,ymx004659,58,69,1,128,0.453125,MMMG,ymx004659,143,MMMG,MMMG,MMMG,93.063,2.7951
YMX004668,ymx004668,17,118,1,136,0.125,MMMG,ymx004668,151,MMMG,MMMG,MMMG,91.6855,3.1477
YMX004678,ymx004678,13,103,0,116,0.112068966,MMMG,,NA,,NO,NA,92.1374,2.6848
YMX004685,ymx004685,38,88,1,127,0.299212598,MMMG,ymx004685,141,MMMG,MMMG,MMMG,92.9434,2.8438
YMX004688,ymx004688,9,127,1,137,0.065693431,MMMG,,NA,,NO,NA,91.6521,3.2201
YMX004695,ymx004695,31,90,0,121,0.256198347,MMMG,ymx004695,137,MMMG,MMMG,MMMG,92.6004,2.8567
YMX005538,ymx005538,63,94,0,157,0.401273885,MMMG,ymx005538,171,MMMG,MMMG,MMMG,92.504,3.5645
YMX005539,ymx005539,49,89,0,138,0.355072464,MMMG,ymx005539,154,MMMG,MMMG,MMMG,92.6554,3.1741
YMX005541,ymx005541,19,122,1,142,0.133802817,MMMG,ymx005541,155,MMMG,MMMG,MMMG,91.979,3.2313
YMX005542,ymx005542,50,80,0,130,0.384615385,MMMG,ymx005542,145,MMMG,MMMG,MMMG,93.0599,2.9359
YMX005543,ymx005543,8,110,1,119,0.067226891,MMMG,,NA,,NO,NA,91.746,2.6069
YMX005545,ymx005545,15,106,0,121,0.123966942,MMMG,ymx005545,129,MMMG,MMMG,MMMG,91.5508,2.9041
YMX005546,ymx005546,22,106,0,128,0.171875,MMMG,ymx005546,139,MMMG,MMMG,MMMG,92.0027,2.826
YMX005547,ymx005547,64,67,0,131,0.488549618,MMMG,ymx005547,146,MMMG,MMMG,MMMG,93.0784,3.0032
YMX005548,ymx005548,56,73,0,129,0.434108527,MMMG,ymx005548,143,MMMG,MMMG,MMMG,92.9052,3.1439
YMX005549,ymx005549,76,79,0,155,0.490322581,MMMG,ymx005549,167,MMMG,MMMG,MMMG,93.2806,3.4671
YMX005550,ymx005550,71,66,0,137,0.518248175,MMMG,ymx005550,151,MMMG,MMMG,MMMG,93.006,3.0536
YMX005551,ymx005551,52,80,1,133,0.390977444,MMMG,ymx005551,144,MMMG,MMMG,MMMG,92.8968,3.1418
YMX005552,ymx005552,53,79,1,133,0.398496241,MMMG,ymx005552,145,MMMG,MMMG,MMMG,92.9589,3.0879
YMX005553,ymx005553,68,91,2,161,0.422360248,MMMG,ymx005553,175,MMMG,MMMG,MMMG,92.8665,3.7812
YMX005554,ymx005554,81,76,0,157,0.515923567,MMMG,ymx005554,167,MMMG,MMMG,MMMG,93.0051,3.6996
YMX005555,ymx005555,49,85,0,134,0.365671642,MMMG,ymx005555,144,MMMG,MMMG,MMMG,92.8303,3.1758
YMX005556,ymx005556,49,90,2,141,0.34751773,MMMG,ymx005556,152,MMMG,MMMG,MMMG,93.3652,3.1255
YMX005557,ymx005557,11,128,0,139,0.079136691,MMMG,ymx005557,153,MMMG,MMMG,MMMG,91.7534,3.0799
YMX005558,ymx005558,49,83,0,132,0.371212121,MMMG,ymx005558,147,MMMG,MMMG,MMMG,92.6911,2.9776
YMX005559,ymx005559,14,115,0,129,0.108527132,MMMG,ymx005559,144,MMMG,MMMG,MMMG,91.7801,2.8746
YMX005561,ymx005561,21,112,1,134,0.156716418,MMMG,ymx005561,149,MMMG,MMMG,MMMG,92.0699,3.0993
YMX005563,ymx005563,39,91,0,130,0.3,MMMG,ymx005563,146,MMMG,MMMG,MMMG,92.8511,3.0871
YMX005564,ymx005564,41,89,0,130,0.315384615,MMMG,ymx005564,146,MMMG,MMMG,MMMG,92.6857,3.0581
YMX005565,ymx005565,56,82,1,139,0.402877698,Tamaulipas,ymx005565,152,Tamaulipas,Tamaulipas,Tamaulipas,92.9127,2.9008
YMX005566,ymx005566,93,73,1,167,0.556886228,Tamaulipas,ymx005566,179,Tamaulipas,Tamaulipas,Tamaulipas,93.1619,3.3607
YMX005569,ymx005569,11,94,0,105,0.104761905,MMMG,ymx005569,122,MMMG,MMMG,MMMG,92.3603,2.4191
YMX005570,ymx005570,13,86,0,99,0.131313131,MMMG,ymx005570,116,MMMG,MMMG,MMMG,92.439,2.2358
YMX005571,ymx005571,52,82,0,134,0.388059701,MMMG,ymx005571,150,MMMG,MMMG,MMMG,92.9036,3.1093
YMX005572,ymx005572,51,94,0,145,0.351724138,MMMG,ymx005572,159,MMMG,MMMG,MMMG,92.8336,3.3756
YMX005573,ymx005573,21,104,0,125,0.168,MMMG,ymx005573,138,MMMG,MMMG,MMMG,92.0787,2.9631
YMX005574,ymx005574,22,104,0,126,0.174603175,MMMG,,NA,,NO,NA,92.0758,2.9677
YMX005575,ymx005575,44,89,2,135,0.325925926,MMMG,ymx005575,149,MMMG,MMMG,MMMG,92.6024,3.0638
YMX005576,ymx005576,15,114,1,130,0.115384615,MMMG,ymx005576,144,MMMG,MMMG,MMMG,91.8516,3.0684
YMX005577,ymx005577,22,110,1,133,0.165413534,MMMG,ymx005577,148,MMMG,MMMG,MMMG,91.882,2.953
YMX005583,ymx005583,9,106,0,115,0.07826087,MMMG,ymx005583,130,MMMG,MMMG,MMMG,91.9737,2.6692
YMX005584,ymx005584,22,98,2,122,0.180327869,MMMG,ymx005584,136,MMMG,MMMG,MMMG,92.1874,2.7885
YMX005585,ymx005585,14,102,2,118,0.118644068,MMMG,ymx005585,135,MMMG,MMMG,MMMG,92.1936,2.7151
YMX005586,ymx005586,31,107,1,139,0.223021583,MMMG,ymx005586,153,MMMG,MMMG,MMMG,92.1696,3.2195
YMX005587,ymx005587,90,74,1,165,0.545454545,Tamaulipas,ymx005587,178,Tamaulipas,Tamaulipas,Tamaulipas,93.0058,3.2878
YMX005588,ymx005588,83,77,0,160,0.51875,Tamaulipas,ymx005588,172,Tamaulipas,Tamaulipas,Tamaulipas,93.1671,3.1866
YMX005590,ymx005590,15,101,1,117,0.128205128,MMMG,ymx005590,132,MMMG,MMMG,MMMG,92.129,2.6542
YMX005591,ymx005591,20,100,1,121,0.165289256,MMMG,ymx005591,134,MMMG,MMMG,MMMG,91.8881,2.605
YMX005592,ymx005592,21,104,2,127,0.165354331,MMMG,ymx005592,141,MMMG,MMMG,MMMG,92.1975,2.774
YMX005593,ymx005593,22,102,1,125,0.176,MMMG,ymx005593,141,MMMG,MMMG,MMMG,92.1511,2.786
YMX005594,ymx005594,13,115,0,128,0.1015625,MMMG,ymx005594,140,MMMG,MMMG,MMMG,91.6924,3.1087
YMX005595,ymx005595,21,81,0,102,0.205882353,MMMG,ymx005595,115,MMMG,MMMG,MMMG,92.4791,2.4339
YMX005596,ymx005596,71,76,1,148,0.47972973,MMMG,ymx005596,162,MMMG,MMMG,MMMG,93.0549,3.2397
YMX005597,ymx005597,18,111,1,130,0.138461538,MMMG,ymx005597,145,MMMG,MMMG,MMMG,91.433,3.1333
YMX005599,ymx005599,14,112,1,127,0.11023622,MMMG,,NA,,NO,NA,91.5436,2.886
YMX005600,ymx005600,11,112,1,124,0.088709677,MMMG,ymx005600,136,MMMG,MMMG,MMMG,91.3074,2.8672
YMX005601,ymx005601,15,118,2,135,0.111111111,MMMG,ymx005601,146,MMMG,MMMG,MMMG,91.7984,3.026
YMX005602,ymx005602,16,118,1,135,0.118518519,MMMG,,NA,,NO,NA,91.6919,2.9625
YMX005603,ymx005603,13,114,1,128,0.1015625,MMMG,ymx005603,141,MMMG,MMMG,MMMG,91.5153,2.8835
YMX005604,ymx005604,14,117,1,132,0.106060606,MMMG,,NA,,NO,NA,91.7312,2.9577
YMX005608,ymx005608,19,104,0,123,0.154471545,MMMG,,NA,,NO,NA,92.0907,2.7238
YMX005609,ymx005609,20,102,0,122,0.163934426,MMMG,ymx005609,135,MMMG,MMMG,MMMG,92.094,2.7383
YMX005610,ymx005610,13,122,2,137,0.094890511,MMMG,,NA,,NO,NA,91.7624,2.9759
YMX005611,ymx005611,14,121,2,137,0.102189781,MMMG,,NA,,NO,NA,91.7847,2.9836
YMX005612,ymx005612,13,122,1,136,0.095588235,MMMG,ymx005612,147,MMMG,MMMG,MMMG,91.8443,2.9929
YMX005616,ymx005616,49,81,1,131,0.374045802,MMMG,ymx005616,147,MMMG,MMMG,MMMG,92.9404,3.0169
YMX005617,ymx005617,21,98,1,120,0.175,MMMG,,NA,,NO,NA,92.2434,2.6885
YMX005618,ymx005618,18,102,1,121,0.148760331,MMMG,ymx005618,136,MMMG,MMMG,MMMG,92.236,2.6865
YMX005619,ymx005619,72,74,1,147,0.489795918,MMMG,,NA,,NO,NA,93.0383,3.2335
YMX005620,ymx005620,13,116,1,130,0.1,MMMG,ymx005620,140,MMMG,MMMG,MMMG,91.7948,2.9021
YMX005621,ymx005621,15,113,1,129,0.11627907,MMMG,ymx005621,141,MMMG,MMMG,MMMG,91.7395,2.8856
YMX005622,ymx005622,12,120,2,134,0.089552239,MMMG,ymx005622,145,MMMG,MMMG,MMMG,91.6038,2.9962
YMX005625,ymx005625,13,119,1,133,0.097744361,MMMG,,NA,,NO,NA,91.0775,2.9465
YMX005626,ymx005626,14,120,2,136,0.102941176,MMMG,ymx005626,148,MMMG,MMMG,MMMG,91.7024,3.0498
YMX005627,ymx005627,13,123,0,136,0.095588235,MMMG,,NA,,NO,NA,91.4518,2.9888
YMX005628,ymx005628,12,117,0,129,0.093023256,MMMG,ymx005628,141,MMMG,MMMG,MMMG,90.9049,2.829
YMX005629,ymx005629,13,123,2,138,0.094202899,MMMG,,NA,,NO,NA,91.6871,2.9569
YMX005630,ymx005630,11,121,1,133,0.082706767,MMMG,ymx005630,145,MMMG,MMMG,MMMG,91.6959,2.9262
YMX005632,ymx005632,13,113,1,127,0.102362205,MMMG,ymx005632,140,MMMG,MMMG,MMMG,91.6214,2.9245
YMX005633,ymx005633,14,113,1,128,0.109375,MMMG,ymx005633,139,MMMG,MMMG,MMMG,91.6399,2.9026
YMX005637,ymx005637,3,15,0,18,0.166666667,others,ymx005637,19,others,Others,Others,94.7873,0.5209
YMX506F12,ymx506f12,248,116,0,364,0.681318681,Tamaulipas,ymx506f12,373,Tamaulipas,Tamaulipas,Tamaulipas,92.5148,7.0155
YMX506H07,ymx506h07,53,67,1,121,0.438016529,MMMG,ymx506h07,137,MMMG,MMMG,MMMG,92.7268,2.5395
YMX506H08,ymx506h08,61,48,2,111,0.54954955,MMMG,ymx506h08,125,MMMG,MMMG,MMMG,93.4875,2.5579
YMX506H09,ymx506h09,62,88,3,153,0.405228758,MMMG,ymx506h09,168,MMMG,MMMG,MMMG,92.9787,3.5232
YMX507A02,ymx507a02,19,116,0,135,0.140740741,MMMG,ymx507a02,149,MMMG,MMMG,MMMG,91.8505,3.1341
YMX507A04,ymx507a04,153,104,2,259,0.590733591,Tamaulipas,ymx507a04,269,Tamaulipas,Tamaulipas,Tamaulipas,92.6314,5.0922
YMX507A05,ymx507a05,168,89,1,258,0.651162791,Tamaulipas,ymx507a05,268,Tamaulipas,Tamaulipas,Tamaulipas,92.7998,5.0822
YMX507A06,ymx507a06,56,94,1,151,0.370860927,Tamaulipas,ymx507a06,166,Tamaulipas,Tamaulipas,Tamaulipas,92.5866,3.1751
YMX507A07,ymx507a07,176,91,0,267,0.65917603,Tamaulipas,ymx507a07,277,Tamaulipas,Tamaulipas,Tamaulipas,92.8388,5.2198
